,Brand,Model Name,Processor,Operating System,Storage,RAM,Screen Size,Touch_Screen,Price,order_date,ship_date, different Month,Year,Day,Hours,Minutes,vlookup,hlookup
817,HP,15-eg3079TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹66,990",06-02-2019,13-11-2016,26,2,815,19560,1173600,,Windows 11 Home
818,HP,14-dv1029TU,Core i7,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹78,100",07-02-2019,11-11-2017,26,1,453,10872,652320,,Windows 11 Home
819,HP,15s- fr4000TU,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹46,990",08-02-2019,13-11-2016,26,2,817,19608,1176480,,Windows 10 Home
820,HP,16-n0050AX,Ryzen 7 Octa Core,Windows 11 Home,512 GB,16 GB,40.89 cm (16.1 Inch),No,"₹88,149",09-02-2019,11-11-2017,26,1,455,10920,655200,,Windows 11 Home
821,DELL,Inspiron 5518,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 Inch),No,"₹36,607",10-02-2019,13-11-2016,26,2,819,19656,1179360,,#N/A
822,HP,15s,Ryzen 5 Quad Core,Windows 10 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹24,831",11-02-2019,11-11-2017,26,1,457,10968,658080,,#N/A
823,HP,14s-ef1001tu,Core i5,Windows 11 Home,512 GB,8 GB,35.56 cm (14 Inch),No,"₹59,899",12-02-2019,13-11-2016,26,2,821,19704,1182240,,Windows 11 Home
824,Acer,AN515-45,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹67,000",13-02-2019,11-11-2017,27,1,459,11016,660960,,Windows 11 Home
825,HP,15s- fr5011TU,Core i5,Windows 11 Home,512 GB,16 GB,39.62 cm (15.6 inch),No,"₹53,990",14-02-2019,13-11-2016,27,2,823,19752,1185120,,Windows 11 Home
826,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",15-02-2019,11-11-2017,27,1,461,11064,663840,,Windows 11 Home
827,HP,14-dv2153TU,Core i5,Windows 11 Home,1 TB,16 GB,35.56 cm (14 inch),No,"₹66,999",16-02-2019,13-11-2016,27,2,825,19800,1188000,,Windows 11 Home
828,DELL,Inspiron 3520,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹39,490",17-02-2019,11-11-2017,27,1,463,11112,666720,,Windows 11 Home
829,HP,14-EC1019AU,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,16 GB,35.56 cm (14 inch),No,"₹54,990",18-02-2019,13-11-2016,27,2,827,19848,1190880,,Windows 11 Home
830,HP,15s-fq2627TU,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹44,400",19-02-2019,11-11-2017,27,1,465,11160,669600,,Windows 11 Home
831,DELL,Inspiron,Core i3,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),Yes,"₹38,490",20-02-2019,13-11-2016,27,2,829,19896,1193760,,Windows 11 Home
832,HP,255 G8,Ryzen 5 Hexa Core,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 inch),No,"₹42,990",21-02-2019,11-11-2017,27,1,467,11208,672480,,Windows 11 Home
833,DELL,Inspiron 7430,Core i3,Windows 11 Home,1 TB,8 GB,35.56 cm (14 inch),Yes,"₹60,490",22-02-2019,13-11-2016,27,2,831,19944,1196640,,Windows 10 Home
834,MSI,Katana 17 B13UCXK-256IN,Core i7,Windows 11 Home,4 TB,16 GB,43.94 cm (17.3 Inch),No,"₹88,990",23-02-2019,11-11-2017,27,1,469,11256,675360,,0
835,Infinix,XL25,Core i5,Windows 11 Home,512 GB,8 GB,39.62 cm (15.6 Inch),No,"₹37,990",24-02-2019,13-11-2016,27,2,833,19992,1199520,,#N/A
836,HP,13-BE0030AU,Ryzen 5 Hexa Core,Windows 10 Home,512 GB,16 GB,33.78 cm (13.3 inch),No,"₹70,500",25-02-2019,11-11-2017,27,1,471,11304,678240,,#N/A
